   0.0000000e+00  -2.0000000e-01   5.0000000e-01   1.0000000e+00   2.0000000e+00   4.0000000e+00   8.0000000e+00   1.6000000e+01   3.2000000e+01   6.4000000e+01   1.2800000e+02   2.5600000e+02   5.1200000e+02   1.0240000e+03
   0.0000000e+00  -2.0267300e-01   4.9882400e-01   1.0188400e+00   2.0173800e+00   4.0185200e+00   8.0183600e+00   1.6018800e+01   3.4018500e+01   6.4018500e+01   1.2901900e+02   2.5901900e+02   5.1901900e+02   9.9901900e+02
   4.1970100e+02  -2.0130400e+00  -5.9749800e-01  -6.6192400e+00  -2.0130400e+00  -1.9521500e+00   4.7484600e+00  -1.1270100e+00  -5.1487800e+00  -4.4123400e+00  -4.5823300e+00   2.4792200e+00  -3.0735500e+00   3.3590100e+00
   4.2028000e+02  -2.2815500e+00  -3.4041500e+00  -6.2844500e+00  -2.2815500e+00  -9.7223600e-01   5.1052900e+00   5.3539900e-01  -3.3881000e+00  -6.0729400e+00  -1.4199400e+00   5.3460500e+00   4.0827500e+00  -3.2070400e-01
   4.2085800e+02  -4.4299700e+00  -4.2587000e+00  -5.9301800e+00  -4.4299700e+00  -2.2692200e+00  -2.0256100e-01  -3.2177300e+00  -9.1564300e+00  -4.8037700e+00  -5.2701000e-01   6.6434900e-01  -1.4585600e+00   3.1011600e+00
   4.2143600e+02  -3.0121200e+00  -2.8934100e+00  -7.5186900e+00  -3.0121200e+00  -1.3312500e+00   1.9111900e+00  -1.0260900e+00  -3.1261700e+00  -3.6991500e+00  -1.7813200e-01   2.0098400e+00  -1.1977900e-01   1.9814600e+00
   4.2201500e+02  -1.5318900e+00  -3.3961600e+00  -8.8283200e+00  -1.5318900e+00  -1.2834300e+00  -5.6448900e-01  -2.2246800e+00  -1.2378600e+00  -1.3201900e+00   2.8150400e+00  -2.3790100e+00  -2.6849400e+00   4.0557800e+00
   4.2259300e+02  -9.0704600e-01  -3.3727000e+00  -2.8629300e+00  -9.0704600e-01  -3.1738500e+00  -2.4919200e+00  -2.4180900e+00  -3.8079300e+00  -4.2384100e+00  -7.9031100e-01  -5.1682200e+00  -2.1045100e+00   3.6636200e-01
   4.2317100e+02  -2.8240500e+00  -2.5475500e+00  -3.0546400e+00  -2.8240500e+00  -2.3959100e+00  -8.6616300e-01  -1.6222700e+00  -3.1909600e+00  -3.1483700e+00  -5.3967500e-01  -4.0055800e+00  -3.8426200e-01  -4.4003700e-01
   4.2375000e+02  -2.5769300e+00  -2.2364000e+00  -2.9587700e+00  -2.5769300e+00   2.5775200e-01  -1.6266200e+00  -2.5646200e+00  -8.5292400e-01  -1.2637900e+00   9.7033400e-01  -2.9173200e+00   1.7136000e-02  -7.3829200e-02
   4.2432800e+02   9.4188500e-01  -8.0281900e-01  -2.4820700e+00   9.4188500e-01  -6.6189100e-01   1.3968800e+00  -2.1732000e+00  -3.3771600e+00  -1.7613000e+00  -2.1842000e-01  -2.3642200e+00  -9.9818700e-01  -1.0316600e+00
   4.2490700e+02   2.3690400e+00  -1.7702600e+00  -6.6214300e-01   2.3690400e+00   3.9648700e-01   3.3612300e+00  -1.1787200e+00  -4.9482500e+00  -9.5052200e-01   1.1139000e+00   1.7592900e+00   2.0671100e+00  -4.4059700e-01
   4.2548600e+02   4.5764800e-01  -1.7646100e+00   2.2309900e-01   4.5764800e-01  -2.1490400e+00  -1.0016500e-02  -1.3264300e+00  -2.9642400e+00  -3.0303400e-01  -1.1694200e-01   3.3616300e+00   7.0212600e-01   3.4116500e+00
   4.2606400e+02  -1.0367200e+00  -2.0926200e+00  -1.9340800e+00  -1.0367200e+00  -1.8563000e+00  -3.0638800e+00  -2.5888300e+00  -2.5935300e+00  -1.2457800e+00  -6.8692400e-01  -6.7151700e-01  -2.1688600e+00   1.9120300e+00
   4.2664300e+02  -2.3230800e+00  -8.6737200e-01  -4.1330600e-01  -2.3230800e+00  -7.1076700e-01  -2.0053400e+00  -2.2209600e+00  -2.1903600e+00  -1.0983100e+00  -6.1744800e-01  -2.8431700e+00  -1.5926100e+00   2.1884500e+00
   4.2722200e+02  -3.8157000e-01  -5.4432900e-01  -1.0611100e+00  -3.8157000e-01  -3.0630000e+00   8.3847500e-01  -1.9628000e+00  -1.6628100e+00  -1.6177400e+00  -2.1363500e-01  -9.7767000e-01  -1.2372500e+00   5.1093000e-01
   4.2780000e+02  -8.3260200e-01  -1.2107400e+00  -1.7969000e+00  -8.3260200e-01  -1.6876500e+00   1.2646000e+00  -1.2021400e+00  -1.1264900e+00  -2.0440300e+00  -6.9715100e-01  -6.9166300e-01   8.3944400e-01  -2.4860100e-01
   4.2837900e+02  -4.7479800e-01  -2.2318400e+00  -2.6690800e+00  -4.7479800e-01  -1.1160900e+00  -8.7164100e-02  -1.6273800e+00  -4.6843900e-01  -1.7346200e+00  -1.7084200e+00  -2.7459100e+00  -4.7315300e-01  -9.7252200e-01
   4.2895800e+02  -7.3617000e-01  -2.1616600e+00  -2.3723500e+00  -7.3617000e-01  -1.4812100e+00  -5.8796000e-01  -8.4712200e-01  -1.2926300e+00  -1.8153900e+00  -7.9315100e-01  -1.6989000e+00  -1.7796700e+00   7.7426200e-01
   4.2953700e+02  -1.7440900e-01  -1.1230600e+00  -2.9883300e+00  -1.7440900e-01  -9.5530400e-01  -7.8072600e-01  -1.7119400e+00  -1.9716500e+00  -1.7945200e+00  -7.7562000e-01  -2.1971400e+00  -1.6011400e+00   1.6966900e+00
   4.3011600e+02   1.1643800e-01  -2.2512800e+00  -2.4959300e+00   1.1643800e-01  -1.0712200e+00  -1.6623300e+00  -1.9354500e+00  -1.7688100e+00  -1.7145900e+00  -6.8505200e-01  -2.0379600e+00  -1.4426200e+00   1.3727400e+00
   4.3069500e+02   6.8860700e-01  -2.7158800e+00  -2.0780800e+00   6.8860700e-01  -1.3521200e+00  -1.8597400e+00  -1.0917300e+00  -1.1580800e+00  -6.6598000e-01  -2.1196700e-01  -7.7187100e-02  -6.3023600e-01   1.2561600e+00
   4.3127300e+02  -5.1491900e-01  -2.2065700e+00  -1.4812800e+00  -5.1491900e-01  -1.3334000e+00  -1.4890200e+00  -1.0306100e+00  -1.3712000e+00  -9.7715200e-01   2.4643900e-01  -6.4710700e-01  -1.6731600e-01   5.4669900e-01
   4.3185300e+02   4.7413300e-03  -2.3188100e+00  -1.6519200e+00   4.7413300e-03  -1.2568600e+00  -8.5784400e-01  -8.2738000e-01  -6.8486100e-01  -7.0505300e-01   3.1631200e-01  -7.4690800e-01  -2.6323700e-01   5.9825700e-01
   4.3243200e+02   8.8562100e-01  -2.0737000e+00  -2.2056800e+00   8.8562100e-01  -1.2727100e+00  -1.7610400e+00  -1.3289700e+00  -6.6367600e-01  -9.0177100e-01  -4.9813000e-02  -6.2572800e-01  -1.3967400e-01   6.5347200e-01
   4.3301100e+02   3.7184300e-01  -2.3623700e+00  -2.0793400e+00   3.7184300e-01  -1.6074400e+00  -7.6146600e-01  -1.2622500e+00  -6.8895900e-01  -1.1231300e+00  -2.0728500e-01  -2.9138800e-01  -2.1327400e-01   6.1212300e-01
   4.3359000e+02   2.3128300e-02  -2.8033600e+00  -2.2667500e+00   2.3128300e-02  -1.4209800e+00  -1.1437300e+00  -7.2356400e-01  -1.4016100e+00  -1.1134700e+00  -2.0213500e-01  -7.7293100e-01  -7.4947800e-01  -2.1241000e-01
   4.3416900e+02   1.5216200e-01  -2.7224200e+00  -2.5530300e+00   1.5216200e-01  -1.4489600e+00  -6.1780300e-01  -7.1933700e-01  -8.1500200e-01  -1.3117600e+00  -5.3620900e-01  -4.8511200e-01  -1.1354500e+00   8.8288200e-01
   4.3474800e+02   4.4375500e-02  -2.4390500e+00  -2.0612600e+00   4.4375500e-02  -1.0366700e+00  -1.1507500e+00  -3.3582000e-01  -3.2921400e-01  -3.1710600e-01  -5.8241300e-02  -9.1883600e-01  -8.0223400e-01   1.0927900e+00
   4.3532700e+02   1.3636900e-01  -2.6787900e+00  -2.2736800e+00   1.3636900e-01  -1.3478900e+00  -8.7860300e-01  -1.0481900e+00  -9.0714300e-01  -6.0329700e-01  -4.0438600e-01  -8.2436200e-01  -6.7744900e-01   2.6118800e-01
   4.3590700e+02   5.2308900e-01  -2.2683900e+00  -1.8357300e+00   5.2308900e-01  -1.2087400e+00  -7.9643800e-01  -8.8640900e-01  -9.5656800e-01  -6.5209800e-01  -3.5981300e-01  -5.9942800e-01  -5.2773500e-01   7.4277000e-01
   4.3648600e+02   2.9896400e-01  -2.2094200e+00  -1.7704400e+00   2.9896400e-01  -1.4234900e+00  -8.0416200e-01  -8.1082000e-01  -3.4131700e-01  -5.7547000e-01  -1.4617700e-01  -6.3945900e-01  -6.8524800e-01   2.5592800e-01
   4.3706500e+02  -3.2481700e-01  -2.0985000e+00  -1.8253700e+00  -3.2481700e-01  -1.4088200e+00  -8.9550000e-01  -1.2120200e+00  -5.6593400e-01  -9.8983800e-01  -3.1846400e-02  -4.7273000e-01  -6.7632300e-01   4.8472900e-01
   4.3764500e+02   1.4084700e-01  -2.0391300e+00  -1.8051400e+00   1.4084700e-01  -1.1449600e+00  -9.1270200e-01  -7.4334400e-01  -5.0649100e-01  -8.0468000e-01   6.2466000e-02  -5.3546400e-01  -4.1567400e-01   5.2399600e-01
   4.3822400e+02  -1.1936600e-02  -2.2533100e+00  -1.9164400e+00  -1.1936600e-02  -1.2474300e+00  -1.0544200e+00  -8.8786500e-01  -9.4643800e-01  -4.9770100e-01  -4.0387600e-01  -7.0617100e-01  -5.3610900e-01   5.3774700e-01
   4.3880400e+02  -2.1195600e-01  -2.3823500e+00  -1.4510900e+00  -2.1195600e-01  -1.0294000e+00  -7.9008400e-01  -7.9224700e-01  -7.2445800e-01  -4.7006400e-01  -2.4786300e-01  -1.0771700e+00  -9.2750800e-01   2.7974100e-01
   4.3938300e+02  -1.0627200e-01  -2.2684800e+00  -1.3343100e+00  -1.0627200e-01  -1.1392600e+00  -7.2016200e-01  -6.6531200e-01  -4.3007500e-01  -3.8013100e-01  -1.5861000e-01  -7.9367000e-01  -6.1574000e-01  -2.3825500e-01
   4.3996300e+02  -1.5935800e-01  -2.2329100e+00  -1.4316200e+00  -1.5935800e-01  -1.0535200e+00  -8.2924700e-01  -5.7765400e-01  -4.4955900e-01  -3.6878700e-01  -1.7939700e-01  -7.1095900e-01  -4.4105600e-01  -1.6209200e-01
   4.4054200e+02   1.1238400e-01  -1.5792600e+00  -1.4468000e+00   1.1238400e-01  -1.0531900e+00  -1.0196400e+00  -4.9519600e-01  -4.0050400e-01  -6.3232700e-01  -8.4056300e-02  -8.8148900e-01  -4.4287900e-01   2.2512100e-01
   4.4112200e+02   6.2200100e-02  -1.6903100e+00  -1.3036000e+00   6.2200100e-02  -8.8463100e-01  -6.4723400e-01  -4.3815800e-01  -3.4720100e-01  -5.7364800e-01  -2.8268200e-01  -5.1361700e-01  -7.4737300e-01   2.2197900e-01
   4.4170200e+02   6.5532300e-02  -1.3809200e+00  -9.7714900e-01   6.5532300e-02  -7.3125000e-01  -7.1520600e-01  -1.7673600e-01  -2.8361000e-01  -4.6774800e-01  -1.6592900e-01  -5.3193300e-01  -4.1858100e-01   5.0776100e-01
   4.4228100e+02  -8.0686100e-02  -1.2902700e+00  -1.1123900e+00  -8.0686100e-02  -8.0070600e-01  -5.9218700e-01  -3.1404900e-01  -2.8357800e-01  -6.1880300e-01  -2.2526100e-01  -7.0732200e-01  -5.8491700e-01   4.6932000e-01
   4.4286100e+02   3.8145800e-03  -1.5908100e+00  -9.3214200e-01   3.8145800e-03  -5.8758300e-01  -5.5518800e-01  -2.1272700e-01  -2.3850100e-01  -2.6101800e-01  -2.3846000e-01  -4.7651400e-01  -6.4039600e-01   5.0399500e-01
